Ausbildungsfeld,Canton,Ausbildungstyp,Geschlecht_Total,Geschlecht_Vollschulisch,Geschlecht_Dual,Mann_Total,Mann_Vollschulisch,Mann_Dual,Frau_Total,Frau_Vollschulisch,Frau_Dual
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",TG,EBA,24,0,24,23,0,23,1,0,1
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",TG,nReglementiert,0,0,0,0,0,0,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",TI,abt-total,35,0,35,32,0,32,3,0,3
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",TI,EFZ,35,0,35,32,0,32,3,0,3
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",TI,EBA,0,0,0,0,0,0,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",TI,nReglementiert,0,0,0,0,0,0,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",VD,abt-total,112,23,89,100,21,79,12,2,10
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",VD,EFZ,95,23,72,86,21,65,9,2,7
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",VD,EBA,17,0,17,14,0,14,3,0,3
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",VD,nReglementiert,0,0,0,0,0,0,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",VS,abt-total,114,0,114,107,0,107,7,0,7
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",VS,EFZ,103,0,103,97,0,97,6,0,6
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",VS,EBA,11,0,11,10,0,10,1,0,1
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",VS,nReglementiert,0,0,0,0,0,0,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",NE,abt-total,36,0,36,34,0,34,2,0,2
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",NE,EFZ,34,0,34,32,0,32,2,0,2
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",NE,EBA,2,0,2,2,0,2,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",NE,nReglementiert,0,0,0,0,0,0,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",GE,abt-total,73,43,30,66,39,27,7,4,3
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",GE,EFZ,57,34,23,50,30,20,7,4,3
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",GE,EBA,16,9,7,16,9,7,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",GE,nReglementiert,0,0,0,0,0,0,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",JU,abt-total,21,0,21,20,0,20,1,0,1
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",JU,EFZ,21,0,21,20,0,20,1,0,1
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",JU,EBA,0,0,0,0,0,0,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",JU,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,,abt-total,1824,132,1692,1239,83,1156,585,49,536
Architektur und Städteplanung,,EFZ,1824,132,1692,1239,83,1156,585,49,536
Architektur und Städteplanung,,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,ZH,abt-total,285,0,285,194,0,194,91,0,91
Architektur und Städteplanung,ZH,EFZ,285,0,285,194,0,194,91,0,91
Architektur und Städteplanung,ZH,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,ZH,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,BE,abt-total,222,0,222,143,0,143,79,0,79
Architektur und Städteplanung,BE,EFZ,222,0,222,143,0,143,79,0,79
Architektur und Städteplanung,BE,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,BE,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,LU,abt-total,108,0,108,66,0,66,42,0,42
Architektur und Städteplanung,LU,EFZ,108,0,108,66,0,66,42,0,42
Architektur und Städteplanung,LU,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,LU,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,UR,abt-total,10,0,10,7,0,7,3,0,3
Architektur und Städteplanung,UR,EFZ,10,0,10,7,0,7,3,0,3
Architektur und Städteplanung,UR,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,UR,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,SZ,abt-total,32,0,32,25,0,25,7,0,7
Architektur und Städteplanung,SZ,EFZ,32,0,32,25,0,25,7,0,7
Architektur und Städteplanung,SZ,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,SZ,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,OW,abt-total,10,0,10,3,0,3,7,0,7
Architektur und Städteplanung,OW,EFZ,10,0,10,3,0,3,7,0,7
Architektur und Städteplanung,OW,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,OW,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,NW,abt-total,7,0,7,6,0,6,1,0,1
Architektur und Städteplanung,NW,EFZ,7,0,7,6,0,6,1,0,1
Architektur und Städteplanung,NW,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,NW,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,GL,abt-total,6,0,6,3,0,3,3,0,3
Architektur und Städteplanung,GL,EFZ,6,0,6,3,0,3,3,0,3
Architektur und Städteplanung,GL,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,GL,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,ZG,abt-total,35,0,35,20,0,20,15,0,15
Architektur und Städteplanung,ZG,EFZ,35,0,35,20,0,20,15,0,15
Architektur und Städteplanung,ZG,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,ZG,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,FR,abt-total,70,0,70,46,0,46,24,0,24
Architektur und Städteplanung,FR,EFZ,70,0,70,46,0,46,24,0,24
Architektur und Städteplanung,FR,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,FR,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,SO,abt-total,42,0,42,30,0,30,12,0,12
Architektur und Städteplanung,SO,EFZ,42,0,42,30,0,30,12,0,12
Architektur und Städteplanung,SO,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,SO,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,BS,abt-total,42,0,42,25,0,25,17,0,17
Architektur und Städteplanung,BS,EFZ,42,0,42,25,0,25,17,0,17
Architektur und Städteplanung,BS,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,BS,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,BL,abt-total,27,0,27,17,0,17,10,0,10
Architektur und Städteplanung,BL,EFZ,27,0,27,17,0,17,10,0,10
Architektur und Städteplanung,BL,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,Bl,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,SH,abt-total,12,0,12,9,0,9,3,0,3
Architektur und Städteplanung,SH,EFZ,12,0,12,9,0,9,3,0,3
Architektur und Städteplanung,SH,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,SH,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,AR,abt-total,16,0,16,12,0,12,4,0,4
Architektur und Städteplanung,AR,EFZ,16,0,16,12,0,12,4,0,4
Architektur und Städteplanung,AR,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,AR,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,AI,abt-total,3,0,3,2,0,2,1,0,1
Architektur und Städteplanung,AI,EFZ,3,0,3,2,0,2,1,0,1
Architektur und Städteplanung,AI,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,AI,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,SG,abt-total,105,0,105,64,0,64,41,0,41
Architektur und Städteplanung,SG,EFZ,105,0,105,64,0,64,41,0,41
Architektur und Städteplanung,SG,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,SG,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,GR,abt-total,69,0,69,49,0,49,20,0,20
Architektur und Städteplanung,GR,EFZ,69,0,69,49,0,49,20,0,20
Architektur und Städteplanung,GR,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,GR,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,AG,abt-total,144,0,144,100,0,100,44,0,44
Architektur und Städteplanung,AG,EFZ,144,0,144,100,0,100,44,0,44
Architektur und Städteplanung,AG,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,AG,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,TG,abt-total,60,0,60,43,0,43,17,0,17
Architektur und Städteplanung,TG,EFZ,60,0,60,43,0,43,17,0,17
Architektur und Städteplanung,TG,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,TG,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,TI,abt-total,108,39,69,81,23,58,27,16,11
Architektur und Städteplanung,TI,EFZ,108,39,69,81,23,58,27,16,11
Architektur und Städteplanung,TI,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,TI,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,VD,abt-total,138,0,138,100,0,100,38,0,38
Architektur und Städteplanung,VD,EFZ,138,0,138,100,0,100,38,0,38
Architektur und Städteplanung,VD,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,VD,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,VS,abt-total,90,0,90,65,0,65,25,0,25
Architektur und Städteplanung,VS,EFZ,90,0,90,65,0,65,25,0,25
Architektur und Städteplanung,VS,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,VS,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,NE,abt-total,33,0,33,25,0,25,8,0,8
Architektur und Städteplanung,NE,EFZ,33,0,33,25,0,25,8,0,8
Architektur und Städteplanung,NE,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,NE,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,GE,abt-total,135,93,42,91,60,31,44,33,11
Architektur und Städteplanung,GE,EFZ,135,93,42,91,60,31,44,33,11
Architektur und Städteplanung,GE,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,GE,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,JU,abt-total,15,0,15,13,0,13,2,0,2
Architektur und Städteplanung,JU,EFZ,15,0,15,13,0,13,2,0,2
Architektur und Städteplanung,JU,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,JU,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",,abt-total,6534,28,6506,6080,28,6052,454,0,454
"Baugewerbe, Hoch- und Tiefbau",,EFZ,6291,28,6263,5840,28,5812,451,0,451
"Baugewerbe, Hoch- und Tiefbau",,EBA,243,0,243,240,0,240,3,0,3
"Baugewerbe, Hoch- und Tiefbau",,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",ZH,abt-total,853,2,851,777,2,775,76,0,76
"Baugewerbe, Hoch- und Tiefbau",ZH,EFZ,838,2,836,762,2,760,76,0,76
"Baugewerbe, Hoch- und Tiefbau",ZH,EBA,15,0,15,15,0,15,0,0,0
"Baugewerbe, Hoch- und Tiefbau",ZH,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",BE,abt-total,981,11,970,901,11,890,80,0,80
"Baugewerbe, Hoch- und Tiefbau",BE,EFZ,945,11,934,865,11,854,80,0,80
"Baugewerbe, Hoch- und Tiefbau",BE,EBA,36,0,36,36,0,36,0,0,0
"Baugewerbe, Hoch- und Tiefbau",BE,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",LU,abt-total,421,0,421,385,0,385,36,0,36
"Baugewerbe, Hoch- und Tiefbau",LU,EFZ,401,0,401,365,0,365,36,0,36
"Baugewerbe, Hoch- und Tiefbau",LU,EBA,20,0,20,20,0,20,0,0,0
"Baugewerbe, Hoch- und Tiefbau",LU,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",UR,abt-total,63,0,63,60,0,60,3,0,3
"Baugewerbe, Hoch- und Tiefbau",UR,EFZ,60,0,60,58,0,58,2,0,2
"Baugewerbe, Hoch- und Tiefbau",UR,EBA,3,0,3,2,0,2,1,0,1
"Baugewerbe, Hoch- und Tiefbau",UR,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",SZ,abt-total,150,0,150,146,0,146,4,0,4
"Baugewerbe, Hoch- und Tiefbau",SZ,EFZ,145,0,145,141,0,141,4,0,4
"Baugewerbe, Hoch- und Tiefbau",SZ,EBA,5,0,5,5,0,5,0,0,0
"Baugewerbe, Hoch- und Tiefbau",SZ,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",OW,abt-total,50,0,50,45,0,45,5,0,5
"Baugewerbe, Hoch- und Tiefbau",OW,EFZ,48,0,48,43,0,43,5,0,5
"Baugewerbe, Hoch- und Tiefbau",OW,EBA,2,0,2,2,0,2,0,0,0
"Baugewerbe, Hoch- und Tiefbau",OW,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",NW,abt-total,40,0,40,36,0,36,4,0,4
"Baugewerbe, Hoch- und Tiefbau",NW,EFZ,39,0,39,35,0,35,4,0,4
"Baugewerbe, Hoch- und Tiefbau",NW,EBA,1,0,1,1,0,1,0,0,0
"Baugewerbe, Hoch- und Tiefbau",NW,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",GL,abt-total,72,0,72,66,0,66,6,0,6
"Baugewerbe, Hoch- und Tiefbau",GL,EFZ,68,0,68,62,0,62,6,0,6
"Baugewerbe, Hoch- und Tiefbau",GL,EBA,4,0,4,4,0,4,0,0,0
"Baugewerbe, Hoch- und Tiefbau",GL,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",ZG,abt-total,103,0,103,96,0,96,7,0,7
"Baugewerbe, Hoch- und Tiefbau",ZG,EFZ,98,0,98,91,0,91,7,0,7
"Baugewerbe, Hoch- und Tiefbau",ZG,EBA,5,0,5,5,0,5,0,0,0
"Baugewerbe, Hoch- und Tiefbau",ZG,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",FR,abt-total,300,0,300,289,0,289,11,0,11
"Baugewerbe, Hoch- und Tiefbau",FR,EFZ,290,0,290,279,0,279,11,0,11
"Baugewerbe, Hoch- und Tiefbau",FR,EBA,10,0,10,10,0,10,0,0,0
"Baugewerbe, Hoch- und Tiefbau",FR,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",SO,abt-total,201,0,201,178,0,178,23,0,23
"Baugewerbe, Hoch- und Tiefbau",SO,EFZ,191,0,191,169,0,169,22,0,22
"Baugewerbe, Hoch- und Tiefbau",SO,EBA,10,0,10,9,0,9,1,0,1
"Baugewerbe, Hoch- und Tiefbau",SO,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",BS,abt-total,104,0,104,92,0,92,12,0,12
"Baugewerbe, Hoch- und Tiefbau",BS,EFZ,100,0,100,88,0,88,12,0,12
"Baugewerbe, Hoch- und Tiefbau",BS,EBA,4,0,4,4,0,4,0,0,0
"Baugewerbe, Hoch- und Tiefbau",BS,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",BL,abt-total,185,0,185,170,0,170,15,0,15
"Baugewerbe, Hoch- und Tiefbau",BL,EFZ,178,0,178,163,0,163,15,0,15
"Baugewerbe, Hoch- und Tiefbau",BL,EBA,7,0,7,7,0,7,0,0,0
"Baugewerbe, Hoch- und Tiefbau",Bl,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",SH,abt-total,81,0,81,77,0,77,4,0,4
"Baugewerbe, Hoch- und Tiefbau",SH,EFZ,77,0,77,73,0,73,4,0,4
"Baugewerbe, Hoch- und Tiefbau",SH,EBA,4,0,4,4,0,4,0,0,0
"Baugewerbe, Hoch- und Tiefbau",SH,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",AR,abt-total,52,0,52,51,0,51,1,0,1
"Baugewerbe, Hoch- und Tiefbau",AR,EFZ,50,0,50,49,0,49,1,0,1
"Baugewerbe, Hoch- und Tiefbau",AR,EBA,2,0,2,2,0,2,0,0,0
"Baugewerbe, Hoch- und Tiefbau",AR,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",AI,abt-total,29,0,29,28,0,28,1,0,1
"Baugewerbe, Hoch- und Tiefbau",AI,EFZ,29,0,29,28,0,28,1,0,1
"Baugewerbe, Hoch- und Tiefbau",AI,EBA,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",AI,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",SG,abt-total,525,0,525,477,0,477,48,0,48
"Baugewerbe, Hoch- und Tiefbau",SG,EFZ,504,0,504,456,0,456,48,0,48
"Baugewerbe, Hoch- und Tiefbau",SG,EBA,21,0,21,21,0,21,0,0,0
"Baugewerbe, Hoch- und Tiefbau",SG,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",GR,abt-total,216,0,216,198,0,198,18,0,18
"Baugewerbe, Hoch- und Tiefbau",GR,EFZ,208,0,208,190,0,190,18,0,18
"Baugewerbe, Hoch- und Tiefbau",GR,EBA,8,0,8,8,0,8,0,0,0
"Baugewerbe, Hoch- und Tiefbau",GR,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",AG,abt-total,500,0,500,457,0,457,43,0,43
"Baugewerbe, Hoch- und Tiefbau",AG,EFZ,484,0,484,442,0,442,42,0,42
"Baugewerbe, Hoch- und Tiefbau",AG,EBA,16,0,16,15,0,15,1,0,1
"Baugewerbe, Hoch- und Tiefbau",AG,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",TG,abt-total,237,0,237,222,0,222,15,0,15
"Baugewerbe, Hoch- und Tiefbau",TG,EFZ,223,0,223,208,0,208,15,0,15
"Baugewerbe, Hoch- und Tiefbau",TG,EBA,14,0,14,14,0,14,0,0,0
"Baugewerbe, Hoch- und Tiefbau",TG,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",TI,abt-total,261,0,261,260,0,260,1,0,1
"Baugewerbe, Hoch- und Tiefbau",TI,EFZ,251,0,251,250,0,250,1,0,1
"Baugewerbe, Hoch- und Tiefbau",TI,EBA,10,0,10,10,0,10,0,0,0
"Baugewerbe, Hoch- und Tiefbau",TI,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",VD,abt-total,411,0,411,392,0,392,19,0,19
"Baugewerbe, Hoch- und Tiefbau",VD,EFZ,399,0,399,380,0,380,19,0,19
"Baugewerbe, Hoch- und Tiefbau",VD,EBA,12,0,12,12,0,12,0,0,0
"Baugewerbe, Hoch- und Tiefbau",VD,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",VS,abt-total,300,0,300,294,0,294,6,0,6
"Baugewerbe, Hoch- und Tiefbau",VS,EFZ,277,0,277,271,0,271,6,0,6
"Baugewerbe, Hoch- und Tiefbau",VS,EBA,23,0,23,23,0,23,0,0,0
"Baugewerbe, Hoch- und Tiefbau",VS,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",NE,abt-total,119,0,119,110,0,110,9,0,9
"Baugewerbe, Hoch- und Tiefbau",NE,EFZ,116,0,116,107,0,107,9,0,9
"Baugewerbe, Hoch- und Tiefbau",NE,EBA,3,0,3,3,0,3,0,0,0
"Baugewerbe, Hoch- und Tiefbau",NE,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",GE,abt-total,205,15,190,201,15,186,4,0,4
"Baugewerbe, Hoch- und Tiefbau",GE,EFZ,197,15,182,193,15,178,4,0,4
"Baugewerbe, Hoch- und Tiefbau",GE,EBA,8,0,8,8,0,8,0,0,0
"Baugewerbe, Hoch- und Tiefbau",GE,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",JU,abt-total,75,0,75,72,0,72,3,0,3
"Baugewerbe, Hoch- und Tiefbau",JU,EFZ,75,0,75,72,0,72,3,0,3
"Baugewerbe, Hoch- und Tiefbau",JU,EBA,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",JU,nReglementiert,0,0,0,0,0,0,0,0,0
Pflanzenbau und Tierzucht,,abt-total,1857,0,1857,1426,0,1426,431,0,431
Pflanzenbau und Tierzucht,,EFZ,1672,0,1672,1301,0,1301,371,0,371
Pflanzenbau und Tierzucht,,EBA,185,0,185,125,0,125,60,0,60
Pflanzenbau und Tierzucht,,nReglementiert,0,0,0,0,0,0,0,0,0
Pflanzenbau und Tierzucht,ZH,abt-total,145,0,145,91,0,91,54,0,54
Pflanzenbau und Tierzucht,ZH,EFZ,125,0,125,80,0,80,45,0,45
Pflanzenbau und Tierzucht,ZH,EBA,20,0,20,11,0,11,9,0,9
Pflanzenbau und Tierzucht,ZH,nReglementiert,0,0,0,0,0,0,0,0,0
Pflanzenbau und Tierzucht,BE,abt-total,360,0,360,273,0,273,87,0,87
Pflanzenbau und Tierzucht,BE,EFZ,313,0,313,238,0,238,75,0,75
Pflanzenbau und Tierzucht,BE,EBA,47,0,47,35,0,35,12,0,12
Pflanzenbau und Tierzucht,BE,nReglementiert,0,0,0,0,0,0,0,0,0
Pflanzenbau und Tierzucht,LU,abt-total,125,0,125,99,0,99,26,0,26
Pflanzenbau und Tierzucht,LU,EFZ,106,0,106,85,0,85,21,0,21
Pflanzenbau und Tierzucht,LU,EBA,19,0,19,14,0,14,5,0,5
Pflanzenbau und Tierzucht,LU,nReglementiert,0,0,0,0,0,0,0,0,0
Pflanzenbau und Tierzucht,UR,abt-total,21,0,21,20,0,20,1,0,1
Pflanzenbau und Tierzucht,UR,EFZ,21,0,21,20,0,20,1,0,1
Pflanzenbau und Tierzucht,UR,EBA,0,0,0,0,0,0,0,0,0
Pflanzenbau und Tierzucht,UR,nReglementiert,0,0,0,0,0,0,0,0,0
Pflanzenbau und Tierzucht,SZ,abt-total,58,0,58,52,0,52,6,0,6
Pflanzenbau und Tierzucht,SZ,EFZ,55,0,55,50,0,50,5,0,5
Pflanzenbau und Tierzucht,SZ,EBA,3,0,3,2,0,2,1,0,1
Pflanzenbau und Tierzucht,SZ,nReglementiert,0,0,0,0,0,0,0,0,0
Pflanzenbau und Tierzucht,OW,abt-total,15,0,15,13,0,13,2,0,2
Pflanzenbau und Tierzucht,OW,EFZ,13,0,13,11,0,11,2,0,2
Pflanzenbau und Tierzucht,OW,EBA,2,0,2,2,0,2,0,0,0
Pflanzenbau und Tierzucht,OW,nReglementiert,0,0,0,0,0,0,0,0,0
Pflanzenbau und Tierzucht,NW,abt-total,14,0,14,11,0,11,3,0,3
Pflanzenbau und Tierzucht,NW,EFZ,14,0,14,11,0,11,3,0,3
Pflanzenbau und Tierzucht,NW,EBA,0,0,0,0,0,0,0,0,0
Pflanzenbau und Tierzucht,NW,nReglementiert,0,0,0,0,0,0,0,0,0
Pflanzenbau und Tierzucht,GL,abt-total,3,0,3,2,0,2,1,0,1
Pflanzenbau und Tierzucht,GL,EFZ,2,0,2,1,0,1,1,0,1
Pflanzenbau und Tierzucht,GL,EBA,1,0,1,1,0,1,0,0,0
Pflanzenbau und Tierzucht,GL,nReglementiert,0,0,0,0,0,0,0,0,0
Pflanzenbau und Tierzucht,ZG,abt-total,35,0,35,29,0,29,6,0,6
Pflanzenbau und Tierzucht,ZG,EFZ,34,0,34,29,0,29,5,0,5
Pflanzenbau und Tierzucht,ZG,EBA,1,0,1,0,0,0,1,0,1
Pflanzenbau und Tierzucht,ZG,nReglementiert,0,0,0,0,0,0,0,0,0
Pflanzenbau und Tierzucht,FR,abt-total,134,0,134,106,0,106,28,0,28
Pflanzenbau und Tierzucht,FR,EFZ,130,0,130,104,0,104,26,0,26
Pflanzenbau und Tierzucht,FR,EBA,4,0,4,2,0,2,2,0,2
Pflanzenbau und Tierzucht,FR,nReglementiert,0,0,0,0,0,0,0,0,0
Pflanzenbau und Tierzucht,SO,abt-total,47,0,47,32,0,32,15,0,15
Pflanzenbau und Tierzucht,SO,EFZ,45,0,45,31,0,31,14,0,14
Pflanzenbau und Tierzucht,SO,EBA,2,0,2,1,0,1,1,0,1
Pflanzenbau und Tierzucht,SO,nReglementiert,0,0,0,0,0,0,0,0,0
Pflanzenbau und Tierzucht,BS,abt-total,4,0,4,0,0,0,4,0,4
Pflanzenbau und Tierzucht,BS,EFZ,4,0,4,0,0,0,4,0,4
Pflanzenbau und Tierzucht,BS,EBA,0,0,0,0,0,0,0,0,0
Pflanzenbau und Tierzucht,BS,nReglementiert,0,0,0,0,0,0,0,0,0
Pflanzenbau und Tierzucht,BL,abt-total,67,0,67,52,0,52,15,0,15
Pflanzenbau und Tierzucht,BL,EFZ,60,0,60,47,0,47,13,0,13
Pflanzenbau und Tierzucht,BL,EBA,7,0,7,5,0,5,2,0,2
Pflanzenbau und Tierzucht,Bl,nReglementiert,0,0,0,0,0,0,0,0,0
Pflanzenbau und Tierzucht,SH,abt-total,16,0,16,12,0,12,4,0,4
Pflanzenbau und Tierzucht,SH,EFZ,13,0,13,9,0,9,4,0,4
Pflanzenbau und Tierzucht,SH,EBA,3,0,3,3,0,3,0,0,0
Pflanzenbau und Tierzucht,SH,nReglementiert,0,0,0,0,0,0,0,0,0
Pflanzenbau und Tierzucht,AR,abt-total,18,0,18,15,0,15,3,0,3
Pflanzenbau und Tierzucht,AR,EFZ,16,0,16,13,0,13,3,0,3
Pflanzenbau und Tierzucht,AR,EBA,2,0,2,2,0,2,0,0,0
Pflanzenbau und Tierzucht,AR,nReglementiert,0,0,0,0,0,0,0,0,0
Pflanzenbau und Tierzucht,AI,abt-total,6,0,6,6,0,6,0,0,0
Pflanzenbau und Tierzucht,AI,EFZ,5,0,5,5,0,5,0,0,0
Pflanzenbau und Tierzucht,AI,EBA,1,0,1,1,0,1,0,0,0
Pflanzenbau und Tierzucht,AI,nReglementiert,0,0,0,0,0,0,0,0,0
Pflanzenbau und Tierzucht,SG,abt-total,124,0,124,94,0,94,30,0,30
Pflanzenbau und Tierzucht,SG,EFZ,110,0,110,87,0,87,23,0,23
Pflanzenbau und Tierzucht,SG,EBA,14,0,14,7,0,7,7,0,7
Pflanzenbau und Tierzucht,SG,nReglementiert,0,0,0,0,0,0,0,0,0
